startTime,endTime,duration,x,y
1.5,371.6000000089407,370.1000000089407,503.5534073602926,495.50935384762016

1919.29999999702,2167.5999999940395,248.29999999701954,963.7559377531562,369.4588704841148

10123.0,10419.5,296.5,1250.9866101916984,118.79677649464584

13496.5,13802.70000000298,306.20000000298023,625.1037361753664,243.731721730497

14694.79999999702,15026.79999999702,332.0,641.414577649145,39.14394663357232

21281.39999999106,21634.59999999404,353.20000000298023,498.25439809420897,127.20485987173278

21666.59999999404,22033.5,366.90000000596046,475.2664890866821,57.22000283250138

22860.09999999404,23237.89999999106,377.79999999701977,191.3810345395485,57.7474396826405

26522.20000000298,26900.59999999404,378.3999999910593,106.501722493871,81.63483799800481

28654.5,28963.70000000298,309.20000000298023,123.083342709049,103.90173925495596

29417.09999999404,29701.89999999106,284.79999999701977,608.4246931441517,373.3523314088564

30571.59999999404,30863.0,291.40000000596046,657.3852608079675,146.27486466713734

31330.5,31703.0,372.5,425.198051005556,227.92346829460013

32091.39999999106,32478.79999999702,387.40000000596046,495.150142988985,81.04972974604924

42964.70000000298,43277.29999999702,312.59999999403954,639.2707760146267,543.2122570335677

44994.20000000298,45338.09999999404,343.8999999910593,765.2743344089682,545.782517440062

45759.20000000298,46216.0,456.79999999701977,603.899642846122,201.3418841840828

47321.5,47729.70000000298,408.20000000298023,669.6690852015987,232.2624469359834

50529.29999999702,50887.0,357.70000000298023,781.8199380348758,388.808385640122

53398.5,53685.79999999702,287.29999999701977,381.8482590164747,379.2914111854636

54227.59999999404,54529.79999999702,302.20000000298023,1027.8484789715717,254.8197972151748

60668.79999999702,61012.29999999702,343.5,493.4392170036498,305.1428267683294

81053.89999999106,81408.29999999702,354.40000000596046,311.2837974578442,390.4712836056493

84287.0,84590.29999999702,303.29999999701977,750.9417928035856,57.09017097226652

96149.0,96446.5,297.5,1000.4196336551416,117.8551548832668

96480.0,96844.89999999106,364.8999999910593,864.0900104966761,167.16008166423086

101126.89999999106,101483.20000000298,356.30000001192093,800.0801893750693,231.64029350422044

101950.59999999404,102233.59999999404,283.0,1103.0146960089846,36.55083410457275

112087.89999999106,112495.09999999404,407.20000000298023,960.886303988943,146.8223424508641

117407.5,117804.5,397.0,901.4272686226662,32.16544537787734

125749.39999999106,126179.5,430.1000000089407,179.28689659145573,522.8067216002404

137264.20000000298,137602.70000000298,338.5,240.4653638218035,509.96435516026287

139647.70000000298,139954.39999999106,306.69999998807907,14.63910177674177,439.1549677045076

146209.20000000298,146607.09999999404,397.8999999910593,5.602755144434253,579.9848431931129

152831.29999999702,153108.59999999404,277.29999999701977,125.4002533940401,383.2657373531838

161453.5,161822.20000000298,368.70000000298023,164.61866944808955,255.74235923663443

167364.5,167670.20000000298,305.70000000298023,144.50012027420516,436.72054569732336

171233.29999999702,171601.20000000298,367.90000000596046,357.6392685288397,252.50083840817248

175147.09999999404,175562.20000000298,415.1000000089407,37.49989802239876,609.3730621361259

176739.89999999106,177064.59999999404,324.70000000298023,120.90228556866776,295.385032207824

186962.39999999103,187279.89999999103,317.5,235.22307264666517,313.2971120784623

188449.59999999404,188848.5,398.90000000596046,118.9560017789294,538.6435869674407

190528.0,190953.79999999705,425.7999999970489,225.6540475823918,386.4246281755925

192092.09999999404,192496.5,404.40000000596046,144.23799188837873,305.1177121968739

194811.09999999404,195160.59999999404,349.5,177.79855554871244,337.21725875012163

195188.20000000295,195493.89999999103,305.69999998807907,242.7231684546287,295.1088210218767

197027.59999999404,197420.59999999404,393.0,277.2320324249065,302.7976004260651

203309.89999999103,203709.79999999705,399.9000000060187,149.94422821868716,439.8188988396007

203739.79999999705,204018.0,278.2000000029511,174.68022158191312,394.7018913313682

204062.20000000295,204891.20000000295,829.0,35.75218325939347,359.14918090786847

210328.79999999705,210605.0,276.2000000029511,261.9167690521761,363.0094922327788

211470.0,211743.89999999103,273.8999999910302,235.0009664219061,269.93412794459186

214919.0,215298.89999999103,379.8999999910302,198.14998315227837,444.91292410281966

217461.29999999705,217884.59999999404,423.29999999699066,186.40606672679823,291.39682532503844

218632.79999999705,219009.09999999404,376.29999999699066,178.55329473071606,510.08555565576125

219037.70000000295,219434.70000000295,397.0,253.9010797021004,456.1183381498107

222300.89999999103,222658.0,357.1000000089698,307.0625341186625,245.66065933967653

222716.70000000295,223011.29999999705,294.59999999409774,101.32655034055364,295.82006830989496

223420.20000000295,223801.09999999404,380.8999999910884,209.20277914067552,368.2380924989267

224253.20000000295,224626.39999999103,373.19999998807907,229.86380269280508,458.10214114840016

226631.09999999404,227012.59999999404,381.5,136.65503352363828,385.8783328827394

228188.59999999404,228534.89999999103,346.29999999699066,248.20117845982296,316.1997506309604

229344.39999999103,229718.20000000295,373.80000001192093,112.0228967349598,407.9700834220407

230493.0,230783.79999999705,290.7999999970489,236.72350111503576,383.38016264843554

231315.70000000295,231622.70000000295,307.0,160.07599061637345,344.26278546583745

232331.70000000295,232721.29999999705,389.59999999409774,173.00742329836106,382.80807026907854

234604.5,234973.0,368.5,78.59356270560954,429.1666062986202

235846.09999999404,236150.79999999705,304.70000000300934,14.499549621044697,352.4469567882563

245881.39999999103,246239.5,358.1000000089698,97.14758971551583,303.2934910994293

249924.59999999404,250321.89999999103,397.29999999699066,161.49440761400152,411.37926595380793

251025.5,251331.39999999103,305.8999999910302,261.883309409066,284.98187995311406

251453.89999999103,251731.09999999404,277.20000000300934,60.478091420545546,387.4009506400604

253431.79999999705,253854.39999999103,422.5999999939813,56.592752687480825,405.8503632821991

253894.20000000295,254275.5,381.2999999970489,42.13928556263798,472.8077996634832

254645.09999999404,255004.70000000295,359.6000000089116,111.29324968380917,289.3657844087601

255538.59999999404,255833.39999999103,294.79999999699066,182.5088513297134,391.97973114615456

255861.0,256219.79999999705,358.7999999970489,199.94226854124375,325.92140622050783

257405.89999999103,257692.59999999404,286.70000000300934,14.10513361276506,614.6192504494476

258148.5,258513.89999999103,365.3999999910302,155.31697972140475,465.2524753201428

259220.29999999705,259536.89999999103,316.5999999939813,306.2033279912254,311.9640345398051

259567.20000000295,259923.29999999705,356.09999999409774,210.39544967195812,368.2984744169617

259952.79999999705,260321.29999999705,368.5,263.908332796339,410.7788769348069

260364.20000000295,260665.0,300.7999999970489,81.18194758036387,437.7925941130611

260695.70000000295,261076.29999999705,380.59999999409774,11.45044177742234,472.5547811205507

265856.59999999404,266138.799999997,282.20000000298023,168.45243393466083,397.87056713125344

266586.700000003,266947.5,360.79999999701977,77.16140887756134,406.021775765285

278015.59999999404,278332.700000003,317.1000000089407,199.7041606233533,373.862198856672

279190.89999999106,279894.09999999404,703.2000000029802,84.39835614030464,434.462128064904

284509.39999999106,284854.39999999106,345.0,284.48209435686306,349.5911252869729

290289.299999997,290649.0,359.70000000298023,179.8400376182309,480.8474060684281

292223.0,292509.799999997,286.79999999701977,21.933327395846817,438.58635935068656

292940.59999999404,293303.5,362.90000000596046,90.04669388404822,470.0715698421589

293332.39999999106,293653.39999999106,321.0,199.36122991794647,426.1368474863173

293684.200000003,294037.0,352.79999999701977,97.99868363871396,485.7979168036832

294833.299999997,295207.39999999106,374.09999999403954,270.1886456127264,578.5535230112326

306769.39999999106,307063.89999999106,294.5,2.118971286185925,509.818037228641

307902.700000003,308264.200000003,361.5,226.163774977644,280.4620466335193

314926.0,315294.5,368.5,199.04870040764496,402.8734312014666

319308.799999997,320361.89999999106,1053.0999999940395,27.47880301599984,494.2792511109116

320393.39999999106,320768.0,374.6000000089407,67.68078585219428,477.4583294149105

329244.89999999106,329523.39999999106,278.5,519.7081655041538,177.55096273045558

331077.5,331378.799999997,301.29999999701977,464.6843554958174,65.30482710119499

332124.5,332508.799999997,384.29999999701977,356.3338592986979,163.9120013853159

351053.5,351484.09999999404,430.59999999403954,986.8837383130394,325.6147690604243

371622.5,371959.5999999941,337.09999999409774,957.6746970996978,237.7681751254101

372340.0,372673.8999999911,333.8999999911175,1169.3043662095638,252.5917455081973

380227.799999997,380558.299999997,330.5,829.5938261005997,210.05017350978727

390560.0,390866.0999999941,306.09999999409774,624.4265101236217,3.176201701914831

390894.3999999911,391267.0999999941,372.70000000298023,584.1510275646556,39.58450950584064

405584.0,405883.5,299.5,330.2051460295464,255.08569405226663

415824.700000003,416240.0999999941,415.3999999911175,469.0308729282589,21.71173359247421

436436.0,436743.799999997,307.79999999701977,637.1499058928691,551.3961219502485

436772.799999997,437156.5999999941,383.799999997078,703.464089906652,634.4657233189093

441450.700000003,441836.5,385.79999999701977,496.8194927474984,603.4804568408277

441881.299999997,442160.8999999911,279.59999999409774,612.1548720779209,607.759923648563

444464.700000003,444797.3999999911,332.6999999881373,760.9224552972154,743.8945979000109

445262.700000003,445561.3999999911,298.6999999881373,854.075364231372,351.8715581601548

448383.0999999941,448740.200000003,357.1000000088825,576.4198892704322,619.1124904721286

501314.799999997,501590.0,275.20000000298023,621.8070149488926,655.9358375610011

502739.3999999911,503012.299999997,272.90000000590226,779.1490948857656,242.62372820758105

507833.0999999941,508107.299999997,274.200000002922,532.5720265488225,444.9656896009622

530073.3999999911,530432.099999994,358.70000000298023,1194.7966267422917,363.9406081345609

533035.3999999911,533411.799999997,376.40000000596046,737.1093829526418,694.1756585691031

545511.200000003,545889.099999994,377.8999999910593,571.2418966941726,168.10650275579476

552516.799999997,552915.299999997,398.5,584.1167542155445,256.07853789867295

553311.3999999911,553692.700000003,381.30000001192093,617.2859790579723,149.01985169158533

557511.799999997,557790.200000003,278.40000000596046,835.1831399420079,84.6799343290368

557819.0,558175.799999997,356.79999999701977,786.7038249419712,53.81688378772377

572618.099999994,572891.099999994,273.0,1058.4219790020254,164.1499499590433

578154.599999994,578525.3999999911,370.79999999701977,893.9592963922727,29.04858676667896

604516.799999997,605625.799999997,1109.0,785.6636441805709,29.164634426567176

608262.3999999911,608616.700000003,354.30000001192093,717.9059913511746,215.27253962659032

613936.099999994,613936.099999994,0.0,819.9370767457988,17.459174367796415
